,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ReportWeekly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Period Name,,Squad Number,Player Full Name,,mins played,Team Name,Match Name,Position Tag,As At Date,Round Name,Match Date,Yellow Card,Red Card,Goal,Assist,Dribble,Offside,Own Goal,Goal Against,Stand. Tackle,Unsucc Stand. Tackle,Tackle,Unsucc Tackle,Def Aerial,Unsucc Def Aerial,Clear,Headed Clear,Own Box Clear,Progr Rec,Unprogr Rec,Progr Inter,Unprogr Inter,Progr Regain ,Blocked Shot,Blocked Cross,Stand. Tackle Success ,Tackle Success ,Def Aerial Success ,Att 1v1,Att Aerial,Efforts on Goal,Header on Target,Header off Target,Shot on Target,Shot off Target,Att Shot Blockd,Cross,Unsucc Cross,Efficiency ,Side Back,Unsucc Side Back,Long,Unsucc Long,Forward,Unsucc Forward,Line Break,Pass into Oppo Box,Loss of Poss,Success,Unsuccess,Pass Completion ,Progr Pass Attempt ,Progr Pass Completion ,Foul Won,Foul Conceded,FK,Unsucc FK,Corner Kick,Short Corner,Unsucc Corner Kick,PK Won,PK Conceded,PK Scored,PK Missed,Throw,Unsucc Throw,Hands GK,Unsucc Hands,Ground GK,Unsucc Ground,Save Held,Save Parried,Save % ,Successful Cross,Opposition,Starts,,Unsucc Att 1v1,Att 1v1 Success % ,Unsucc Dribble,Dribble Success % ,Throw in,Opp Effort on Goal,Chance Created,Unsucc cross GK,Throw in against
,1st Half,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,Drew Crosby,,40,Boston Bolts U15 NALB,NEFC vs. Boston Bolts U15 NALB 2025-06-01,GK,6/1/2025 12:00:00 AM,Round 0601,6/1/2025 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,60,0,0,,,,0,0,0,0,0,0,0,0,0,0,,2,0,2,4,9,0,3,0,0,13,4,76.47,88.24,73.33,1,0,2,0,0,0,0,0,0,0,0,4,0,1,0,1,0,4,1,100,0,NEFC,1,,0,,0,,0,8,0,0,20
,,,4,Diego Liteplo,,40,Boston Bolts U15 NALB,NEFC vs. Boston Bolts U15 NALB 2025-06-01,LCB,6/1/2025 12:00:00 AM,Round 0601,6/1/2025 12:00:00 AM,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,3,2,2,44.44,0,0,66.67,,,0,0,1,0,0,0,1,0,0,0,0,3,0,4,2,11,4,6,0,0,18,6,75,87.5,71.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NEFC,1,,0,,0,,0,0,1,0,0
,,,5,Charlie Gallagher,,20,Boston Bolts U15 NALB,NEFC vs. Boston Bolts U15 NALB 2025-06-01,RW,6/1/2025 12:00:00 AM,Round 0601,6/1/2025 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,100,0,0,,,,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,3,1,2,0,3,4,2,66.67,66.67,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NEFC,1,,0,,0,,0,0,0,0,0
,,,6,Rory Andrew,,40,Boston Bolts U15 NALB,NEFC vs. Boston Bolts U15 NALB 2025-06-01,RCB,6/1/2025 12:00:00 AM,Round 0601,6/1/2025 12:00:00 AM,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,1,2,1,81.82,0,0,100,,,0,0,1,0,0,0,1,0,0,0,0,6,0,1,2,9,1,3,0,0,16,3,84.21,68.42,76.92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NEFC,1,,0,,0,,0,0,0,0,0
,,,7,Osiris Ramos,,20,Boston Bolts U15 NALB,NEFC vs. Boston Bolts U15 NALB 2025-06-01,RW,6/1/2025 12:00:00 AM,Round 0601,6/1/2025 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,100,0,0,,,,0,0,0,0,0,0,0,0,0,3,,2,0,0,0,2,2,0,0,1,4,2,66.67,66.67,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NEFC,0,,0,,0,,0,0,0,0,0
,,,9,Christian Smyth,,40,Boston Bolts U15 NALB,NEFC vs. Boston Bolts U15 NALB 2025-06-01,LW,6/1/2025 12:00:00 AM,Round 0601,6/1/2025 12:00:00 AM,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,3,2,2,37.5,0,0,50,100,,0,0,1,0,1,0,0,0,0,0,0,4,0,0,1,5,2,1,0,6,9,3,75,66.67,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NEFC,1,,0,,1,50,0,0,0,0,0
,,,10,Benjamin Gill,,20,Boston Bolts U15 NALB,NEFC vs. Boston Bolts U15 NALB 2025-06-01,ATT,6/1/2025 12:00:00 AM,Round 0601,6/1/2025 12:00:00 AM,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100,0,0,0,,,1,0,1,0,0,0,0,1,0,1,0,3,0,1,0,0,1,1,2,3,4,1,80,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NEFC,1,,0,100,2,50,0,0,0,0,0
