Position Tag,Adjusted Rate
AM,121.59784063860843
CB,118.0388755889177
CF,97.49230883017401
CM,115.10929785694039
DM,118.25489801370523
FB,119.80512600308553
GK,87.8886831555601
Wing,101.87584280531401
