Team,Player,Event,Mins,Secs,X,Y,X2,Y2
IFA,Normal,Shot,0,18,21,63,-,-
Boston Bolts U16 MLS Next,Normal,Shot,0,18,75,65,-,-
IFA,1 on 1,Goal Inside Post ,0,18,13,49,-,-
IFA,Volley,Shot,0,18,12,39,-,-
IFA,Normal,SOT,0,18,28,40,-,-
IFA,Normal,SOT,0,18,16,45,-,-
IFA,Normal,SOT,0,18,13,26,-,-
IFA,Volley,SOT,0,18,6,54,-,-
IFA,Volley,Shot,0,18,10,40,-,-
IFA,Normal,Shot,0,18,11,31,-,-
IFA,Header,Blocked,0,18,6,41,-,-
IFA,First Time,Shot,0,18,19,67,-,-
Boston Bolts U16 MLS Next,Normal,Goal,0,18,84,64,-,-
IFA,Normal,SOT,0,18,7,42,-,-
Boston Bolts U16 MLS Next,Normal,Blocked,0,18,92,38,-,-
Boston Bolts U16 MLS Next,Normal,SOT,0,18,77,59,-,-
IFA,1 on 1,Goal,0,18,1,45,-,-
Boston Bolts U16 MLS Next,First Time ,SOT,0,18,24,43,-,-
IFA,1 on 1,SOT,0,18,90,33,-,-
IFA,First Time,SOT,0,18,93,55,-,-
IFA,Normal,SOT,0,18,91,32,-,-
IFA,Volley,Blocked,0,18,79,50,-,-
IFA,Volley,Blocked,0,18,88,50,-,-
IFA,Volley,Shot,0,18,77,22,-,-
Boston Bolts U16 MLS Next,1 on 1,SOT,0,18,6,55,-,-
Boston Bolts U16 MLS Next,Penalty,Goal,0,18,11,50,-,-
IFA,Normal,Shot,0,18,98,64,-,-
IFA,1 on 1,SOT Far Post,0,18,96,63,-,-
IFA,Volley,Shot,0,18,93,49,-,-
IFA,Normal,Blocked,0,18,77,29,-,-
IFA,First Time,Blocked,0,18,75,48,-,-
IFA,Header,SOT,0,18,90,54,-,-
IFA,Normal,SOT,0,18,86,40,-,-
IFA,Volley,Blocked,0,18,89,56,-,-
IFA,Header,Shot,0,18,90,42,-,-
IFA,Normal,Shot,0,18,89,38,-,-
IFA,Normal,Shot,0,18,83,67,-,-
IFA,Normal,SOT,0,18,80,28,-,-
Boston Bolts U16 MLS Next,1 on 1,Goal,0,18,6,31,-,-
